pair,run,family,direction,label,params,n_full,full_r,full_rpt,oos_w1,oos_w2,oos_w3,oos_w4,honest_r,oos_trades,oos_rpt,strict,ctrl_pctile,ctrl_null_med,ctrl_null_p95,ctrl_eff_ok,ctrl_beta
USDCAD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",283,-5.685,-0.02009,8.355,-0.103,-2.101,-4.59,1.561,120,0.01301,0,,,,,
USDCAD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",250,-9.464,-0.03786,6.469,-0.126,-2.027,-2.459,1.856,112,0.01657,0,,,,,
USDCAD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",241,2.039,0.00846,7.638,2.144,0.017,-1.256,8.543,102,0.08375,0,98.5,-12.009,3.431,1,
USDCAD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",222,3.67,0.01653,6.693,2.126,-0.866,-0.236,7.717,97,0.07956,0,99.5,-11.34,1.705,1,
USDCAD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",180,-12.062,-0.06701,-1.452,1.802,-2.73,-3.356,-5.736,73,-0.07858,0,,,,,
USDCAD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",168,-3.307,-0.01968,-1.452,1.14,-1.725,-0.056,-2.093,71,-0.02948,0,,,,,
USDCAD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",168,-2.896,-0.01724,-2.086,0.928,0.301,-0.054,-0.911,67,-0.01359,0,,,,,
USDCAD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",163,2.129,0.01306,-2.089,0.917,0.303,0.569,-0.3,68,-0.00441,0,,,,,
USDCAD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",158,2.432,0.01539,-0.444,1.053,0.668,1.195,2.472,67,0.0369,0,,,,,
USDCAD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",154,8.12,0.05272,-0.444,2.716,0.024,1.195,3.491,66,0.05289,0,99.5,-6.53,0.505,0,
USDCAD,B_cross,cross,long,directionlong_exitatr_1.5_1.5_familycross_triggersig,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",221,-5.439,-0.02461,-3.954,-5.86,6.267,3.78,0.233,92,0.00253,0,42.0,1.57,13.2,1,
USDCAD,B_cross,cross,long,directionlong_exitatr_1.5_1.5_familycross_triggerzero,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",99,1.16,0.01172,-1.097,-2.321,3.57,0.434,0.586,39,0.01503,0,,,,,
USDCAD,B_cross,cross,long,directionlong_exitatr_2_3_familycross_triggersig,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",173,1.979,0.01144,-0.403,-6.511,7.338,4.623,5.047,66,0.07646,0,64.5,3.661,11.691,0,
USDCAD,B_cross,cross,long,directionlong_exitatr_2_3_familycross_triggerzero,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",78,2.156,0.02764,1.94,-3.794,2.476,1.167,1.789,32,0.05591,0,,,,,
USDCAD,B_cross,cross,short,directionshort_exitatr_1.5_1.5_familycross_triggersig,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",217,-7.008,-0.0323,-8.84,5.102,-4.559,-12.21,-20.508,91,-0.22536,0,12.5,-10.691,1.039,1,
USDCAD,B_cross,cross,short,directionshort_exitatr_1.5_1.5_familycross_triggerzero,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",101,-6.513,-0.06449,1.661,-0.392,1.145,-1.461,0.953,39,0.02444,0,,,,,
USDCAD,B_cross,cross,short,directionshort_exitatr_2_3_familycross_triggersig,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",152,-5.045,-0.03319,-3.319,6.036,-5.553,-6.611,-9.448,63,-0.14997,0,21.5,-6.086,1.793,1,
USDCAD,B_cross,cross,short,directionshort_exitatr_2_3_familycross_triggerzero,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",80,-4.896,-0.0612,-0.465,1.179,-0.59,-2.687,-2.563,33,-0.07767,0,,,,,
USDCAD,B_hold,cross,long,directionlong_exithold20_sl3_familycross_triggersig,"{'direction': 'long', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",178,9.661,0.05428,-4.743,2.471,4.413,3.233,5.374,70,0.07677,0,73.0,2.36,10.761,1,
USDCAD,B_hold,cross,long,directionlong_exithold20_sl3_familycross_triggerzero,"{'direction': 'long', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",89,3.95,0.04438,1.371,-2.797,4.823,0.344,3.742,35,0.10691,0,,,,,
USDCAD,B_hold,cross,short,directionshort_exithold20_sl3_familycross_triggersig,"{'direction': 'short', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",169,-5.552,-0.03285,-4.999,3.958,-2.466,-4.213,-7.719,69,-0.11187,0,46.0,-7.504,0.132,1,
USDCAD,B_hold,cross,short,directionshort_exithold20_sl3_familycross_triggerzero,"{'direction': 'short', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",90,-12.272,-0.13636,0.907,1.434,-2.427,-0.159,-0.245,35,-0.007,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",140,-4.006,-0.02861,0.449,-0.324,1.636,-1.479,0.281,52,0.00541,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",204,-1.899,-0.00931,0.573,-0.557,2.988,-1.468,1.536,85,0.01807,0,69.0,0.035,4.827,1,
USDCAD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",103,-2.239,-0.02174,-0.26,0.836,0.541,-0.673,0.443,41,0.0108,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",178,-1.993,-0.0112,-0.124,-1.381,2.96,-0.424,1.032,79,0.01306,0,64.0,-0.17,4.161,1,
USDCAD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",127,-0.058,-0.00046,5.464,-2.339,4.721,1.39,9.236,38,0.24305,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",182,-8.163,-0.04485,4.287,-4.58,2.727,-0.981,1.453,63,0.02306,0,48.0,2.004,14.345,1,
USDCAD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",89,1.246,0.014,1.671,-1.287,3.834,1.491,5.709,31,0.18415,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",134,-1.257,-0.00938,1.59,-4.429,4.753,0.28,2.194,50,0.04387,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",72,8.106,0.11258,2.823,0.607,3.249,0.135,6.814,26,0.26207,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",102,5.198,0.05096,2.451,-2.175,3.257,0.33,3.862,38,0.10164,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",51,6.174,0.12107,-0.12,0.513,2.596,0.514,3.503,21,0.16679,0,,,,,
USDCAD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",69,-2.007,-0.02908,0.895,-3.286,3.289,0.766,1.664,28,0.05942,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",135,-5.404,-0.04003,-1.896,0.83,-0.177,-2.074,-3.318,58,-0.0572,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",189,-11.514,-0.06092,-0.968,1.595,-2.404,-1.571,-3.349,92,-0.0364,0,45.5,-2.72,2.014,1,
USDCAD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback252_q0.05,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",108,-3.665,-0.03394,1.298,-0.588,-0.83,-2.078,-2.198,46,-0.04778,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",173,-7.358,-0.04253,-0.367,-1.332,0.165,-2.818,-4.351,82,-0.05306,0,37.0,-3.251,2.107,1,
USDCAD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",120,-6.223,-0.05186,-0.417,2.468,0.197,-4.408,-2.16,58,-0.03724,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",186,-12.58,-0.06764,0.433,2.266,-2.146,-4.944,-4.39,87,-0.05046,0,77.0,-10.161,2.022,1,
USDCAD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback252_q0.05,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",105,-4.47,-0.04257,1.751,0.558,0.212,-3.503,-0.983,51,-0.01927,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",174,-15.905,-0.09141,0.547,-3.614,-1.959,-1.188,-6.215,83,-0.07488,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",73,-5.961,-0.08166,-0.456,1.172,-2.552,-1.147,-2.984,34,-0.08776,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",104,-3.166,-0.03045,-0.821,2.04,-1.987,-2.112,-2.88,48,-0.06,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback252_q0.05,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",63,-1.313,-0.02085,1.56,-0.114,-0.247,-2.369,-1.169,30,-0.03898,0,,,,,
USDCAD,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",99,-5.852,-0.05911,1.204,-3.027,-0.978,0.022,-2.779,50,-0.05558,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym3_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",300,-7.839,-0.02613,-1.737,4.245,5.6,-4.503,3.606,118,0.03056,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym3_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",217,-9.946,-0.04584,-3.577,4.047,2.725,-4.688,-1.494,77,-0.0194,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym3_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",286,-4.281,-0.01497,-0.965,3.51,3.065,-3.449,2.161,107,0.0202,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym3_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",208,-7.529,-0.0362,-3.079,3.275,0.952,-3.573,-2.425,76,-0.03191,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym3_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",247,-6.909,-0.02797,-2.995,2.165,3.878,-3.703,-0.655,89,-0.00736,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym3_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",181,-9.701,-0.0536,-3.849,2.124,2.485,-3.784,-3.024,64,-0.04725,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym10_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",193,-0.605,-0.00314,-1.098,1.283,1.528,-0.507,1.206,76,0.01587,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym10_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",150,-1.15,-0.00767,-1.529,1.223,1.13,-0.535,0.289,49,0.0059,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym10_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",196,0.581,0.00296,-1.09,1.054,1.36,-0.526,0.797,70,0.01139,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym10_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",147,-1.019,-0.00693,-1.51,0.983,0.801,-0.536,-0.262,45,-0.00583,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym10_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",178,-1.263,-0.0071,-1.366,0.655,1.36,-0.645,0.003,65,5e-05,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitsym10_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",132,-2.099,-0.0159,-1.534,0.642,0.94,-0.641,-0.593,42,-0.01411,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",287,4.435,0.01545,-0.48,6.011,2.757,-4.442,3.846,114,0.03374,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",239,-0.254,-0.00106,-2.25,4.126,3.039,-2.367,2.549,90,0.02832,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",265,20.884,0.07881,1.564,10.019,5.865,-3.428,14.02,104,0.13481,0,99.5,-3.43,7.976,1,
EURJPY,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",217,8.322,0.03835,-1.081,8.135,5.111,-3.314,8.851,80,0.11064,0,93.0,-2.17,9.888,1,
EURJPY,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",231,-6.045,-0.02617,2.687,7.163,5.09,-5.506,9.435,89,0.10601,0,97.0,-3.521,8.073,1,
EURJPY,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",190,-9.755,-0.05134,-2.955,4.375,4.282,-4.439,1.263,70,0.01805,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",167,-1.148,-0.00687,-1.099,3.722,3.728,-3.485,2.867,66,0.04343,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",150,-0.608,-0.00406,-3.704,3.083,5.103,-4.778,-0.297,56,-0.0053,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",157,2.427,0.01546,-1.74,3.348,3.093,-0.821,3.881,65,0.05971,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",141,0.26,0.00184,-3.347,2.704,4.096,-2.113,1.34,56,0.02393,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",147,-1.03,-0.00701,-1.412,3.706,3.706,-2.119,3.881,60,0.06469,0,,,,,
EURJPY,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",126,-6.256,-0.04965,-3.983,2.437,4.466,-2.765,0.154,49,0.00315,0,,,,,
EURJPY,A_mr,mr,short,directionshort_exitsym3_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",312,-6.354,-0.02037,2.442,-1.723,-2.299,-0.264,-1.843,118,-0.01562,0,,,,,
EURJPY,A_mr,mr,short,directionshort_exitsym3_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",266,-6.091,-0.0229,1.878,-1.986,-1.941,0.238,-1.81,102,-0.01775,0,,,,,
EURJPY,A_mr,mr,short,directionshort_exitsym3_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",282,-12.744,-0.04519,1.883,-3.14,-4.072,-0.298,-5.627,103,-0.05463,0,,,,,
EURJPY,A_mr,mr,short,directionshort_exitsym3_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",245,-11.524,-0.04704,1.454,-3.916,-3.779,-0.399,-6.64,92,-0.07218,0,,,,,
EURJPY,A_mr,mr,short,directionshort_exitsym3_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",236,-1.974,-0.00837,1.632,-2.732,-2.065,3.135,-0.029,94,-0.00031,0,,,,,
EURJPY,A_mr,mr,short,directionshort_exitsym3_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",208,-3.338,-0.01605,1.215,-3.252,-2.012,2.373,-1.676,80,-0.02095,0,,,,,
EURJPY,A_mr,mr,short,directionshort_exitsym10_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",181,-2.365,-0.01307,1.225,-1.463,-0.097,-0.142,-0.477,76,-0.00628,0,,,,,
