pair,run,family,direction,label,params,n_full,full_r,full_rpt,oos_w1,oos_w2,oos_w3,oos_w4,honest_r,oos_trades,oos_rpt,strict,ctrl_pctile,ctrl_null_med,ctrl_null_p95,ctrl_eff_ok,ctrl_beta
AUDUSD,A_mr,mr,long,directionlong_exitsym10_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",140,-1.925,-0.01375,-1.581,1.027,-0.389,-0.134,-1.077,63,-0.0171,0,45.0,-0.882,1.369,0,
AUDUSD,A_mr,mr,long,directionlong_exitsym10_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",152,-2.519,-0.01657,-1.69,0.9,-0.054,-0.383,-1.227,62,-0.01979,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitsym10_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",131,-2.505,-0.01912,-1.679,0.912,-0.146,-0.233,-1.146,55,-0.02084,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitsym10_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",150,-2.13,-0.0142,-0.978,0.879,0.343,-0.171,0.072,66,0.0011,0,74.0,-1.007,1.189,0,
AUDUSD,A_mr,mr,long,directionlong_exitsym10_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",131,-1.985,-0.01515,-1.008,0.917,0.329,-0.017,0.22,60,0.00367,0,80.0,-0.881,1.39,0,
AUDUSD,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",292,-32.016,-0.10964,-11.205,-5.926,-8.101,-1.12,-26.352,129,-0.20428,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",273,-22.574,-0.08269,-8.13,-1.275,-7.08,0.914,-15.571,120,-0.12976,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",259,-28.163,-0.10874,-9.281,-2.875,-2.705,-4.904,-19.765,115,-0.17187,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",242,-24.684,-0.102,-6.111,-0.274,-1.685,-2.87,-10.939,106,-0.1032,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",232,-14.657,-0.06318,-5.171,-2.797,2.248,-3.814,-9.534,100,-0.09534,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_1.5_1.5_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",217,-13.288,-0.06124,-3.134,-0.193,2.248,-3.742,-4.82,95,-0.05074,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down3_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",157,-20.864,-0.13289,-5.655,0.794,-6.634,-1.285,-12.781,68,-0.18795,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down3_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",153,-16.869,-0.11025,-4.639,2.01,-6.634,-1.926,-11.189,65,-0.17215,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down4_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",153,-21.871,-0.14295,-4.382,0.793,-6.515,-2.946,-13.051,70,-0.18644,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down4_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",152,-15.949,-0.10493,-0.435,2.011,-5.507,-3.586,-7.518,68,-0.11056,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down5_range_filterFalse,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",144,-17.739,-0.12319,-4.383,0.791,-2.918,-3.219,-9.729,63,-0.15442,0,,,,,
AUDUSD,A_mr,mr,long,directionlong_exitatr_2_3_familymr_n_down5_range_filterTrue,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",142,-10.775,-0.07588,-2.091,2.011,-2.918,-2.207,-5.205,62,-0.08395,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym3_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",306,-4.047,-0.01323,0.084,1.025,-0.456,2.731,3.384,120,0.0282,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym3_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",260,-1.784,-0.00686,0.265,2.091,-0.492,2.015,3.879,100,0.03879,0,94.0,-1.587,4.479,1,
AUDUSD,A_mr,mr,short,directionshort_exitsym3_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",291,-1.251,-0.0043,-0.023,-0.132,-0.97,2.456,1.331,114,0.01167,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym3_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",250,0.541,0.00216,0.206,0.774,-1.006,1.936,1.911,97,0.0197,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym3_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",267,-2.686,-0.01006,-0.854,1.922,0.358,2.216,3.642,99,0.03679,0,94.5,-1.699,3.876,1,
AUDUSD,A_mr,mr,short,directionshort_exitsym3_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'sym3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",229,-0.958,-0.00418,-0.348,2.45,0.322,1.696,4.121,86,0.04792,0,95.0,-0.753,4.111,1,
AUDUSD,A_mr,mr,short,directionshort_exitsym10_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",190,2.494,0.01313,-0.061,0.731,0.977,0.772,2.419,99,0.02443,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym10_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",178,3.352,0.01883,-0.006,0.577,0.966,0.644,2.181,81,0.02693,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym10_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",185,1.736,0.00939,-0.094,0.454,0.827,0.729,1.916,94,0.02039,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym10_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",172,2.416,0.01404,-0.024,0.318,0.817,0.66,1.77,80,0.02213,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym10_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",169,0.822,0.00486,-0.345,0.231,0.8,0.657,1.343,77,0.01745,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitsym10_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'sym10', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",161,1.558,0.00968,-0.192,0.086,0.79,0.588,1.272,67,0.01898,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",283,-35.559,-0.12565,1.686,-10.879,-3.548,-2.225,-14.966,101,-0.14818,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",252,-31.675,-0.12569,0.821,-10.828,-2.536,0.019,-12.523,87,-0.14394,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",262,-14.052,-0.05363,2.894,-7.899,-2.52,-0.113,-7.638,94,-0.08125,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",233,-15.559,-0.06678,3.053,-6.799,-3.481,1.602,-5.625,81,-0.06944,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",240,-27.337,-0.1139,1.937,-8.79,-1.552,-1.146,-9.55,92,-0.10381,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_1.5_1.5_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",211,-17.541,-0.08313,3.043,-7.692,0.471,1.025,-3.152,78,-0.04042,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down3_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",163,-7.54,-0.04626,2.146,-4.752,0.134,1.852,-0.62,59,-0.01051,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down3_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 3, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",158,-3.281,-0.02077,1.606,-5.402,1.14,1.278,-1.378,55,-0.02505,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down4_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",161,-1.54,-0.00957,1.501,-4.752,-0.519,1.847,-1.923,57,-0.03374,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down4_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 4, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",154,-4.04,-0.02624,0.961,-5.406,-0.519,1.486,-3.478,54,-0.0644,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down5_range_filterFalse,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",150,-10.414,-0.06943,1.497,-5.4,-0.518,1.846,-2.574,56,-0.04597,0,,,,,
AUDUSD,A_mr,mr,short,directionshort_exitatr_2_3_familymr_n_down5_range_filterTrue,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'mr', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': True, 'trigger': 'sig'}",140,-7.329,-0.05235,0.96,-4.019,-1.167,1.714,-2.511,49,-0.05125,0,,,,,
AUDUSD,B_cross,cross,long,directionlong_exitatr_1.5_1.5_familycross_triggersig,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",213,-10.382,-0.04874,-1.728,-3.65,-1.673,2.944,-4.107,85,-0.04832,0,39.0,-2.322,9.61,1,
AUDUSD,B_cross,cross,long,directionlong_exitatr_1.5_1.5_familycross_triggerzero,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",87,16.058,0.18458,-5.359,3.627,0.775,2.532,1.574,37,0.04255,0,,,,,
AUDUSD,B_cross,cross,long,directionlong_exitatr_2_3_familycross_triggersig,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",149,3.422,0.02297,-5.505,2.671,-1.774,0.106,-4.503,64,-0.07035,0,30.0,-1.636,4.504,1,
AUDUSD,B_cross,cross,long,directionlong_exitatr_2_3_familycross_triggerzero,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",77,1.681,0.02183,-3.141,1.208,-0.437,-2.002,-4.373,32,-0.13664,0,,,,,
AUDUSD,B_cross,cross,short,directionshort_exitatr_1.5_1.5_familycross_triggersig,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",212,-12.554,-0.05921,3.105,-6.96,3.135,-4.778,-5.498,84,-0.06545,0,41.0,-4.075,7.925,1,
AUDUSD,B_cross,cross,short,directionshort_exitatr_1.5_1.5_familycross_triggerzero,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",87,15.978,0.18366,5.403,1.611,2.721,1.577,11.312,37,0.30574,1,,,,,
AUDUSD,B_cross,cross,short,directionshort_exitatr_2_3_familycross_triggersig,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",163,-12.448,-0.07637,1.729,-2.101,-1.057,-4.979,-6.408,67,-0.09564,0,4.0,2.014,10.235,1,
AUDUSD,B_cross,cross,short,directionshort_exitatr_2_3_familycross_triggerzero,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",74,3.171,0.04285,5.13,-2.021,2.863,-0.193,5.78,31,0.18644,0,,,,,
AUDUSD,B_hold,cross,long,directionlong_exithold20_sl3_familycross_triggersig,"{'direction': 'long', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",170,4.047,0.0238,-4.708,5.326,-2.791,0.039,-2.134,70,-0.03049,0,86.0,-7.809,0.426,1,
AUDUSD,B_hold,cross,long,directionlong_exithold20_sl3_familycross_triggerzero,"{'direction': 'long', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",82,-0.3,-0.00366,-2.272,0.86,-0.222,-2.928,-4.562,35,-0.13034,0,,,,,
AUDUSD,B_hold,cross,short,directionshort_exithold20_sl3_familycross_triggersig,"{'direction': 'short', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",177,0.579,0.00327,4.801,0.434,2.043,-0.322,6.956,71,0.09797,0,74.0,3.873,12.692,0,
AUDUSD,B_hold,cross,short,directionshort_exithold20_sl3_familycross_triggerzero,"{'direction': 'short', 'exit': 'hold20_sl3', 'family': 'cross', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'zero'}",81,9.547,0.11787,2.793,1.092,6.794,-2.692,7.987,35,0.22819,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",137,-6.15,-0.04489,-2.181,0.091,2.785,-1.238,-0.543,65,-0.00835,0,60.0,-1.533,3.636,1,
AUDUSD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",184,-6.492,-0.03528,-3.778,-0.683,0.343,-0.119,-4.237,75,-0.05649,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",110,-1.053,-0.00957,-0.21,2.15,1.904,0.776,4.619,59,0.07829,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitsym3_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",192,-7.265,-0.03784,-0.214,0.74,1.243,-1.672,0.097,89,0.00109,0,78.0,-3.102,2.343,1,
AUDUSD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",118,-13.102,-0.11103,-2.356,-4.462,4.37,-1.342,-3.79,50,-0.0758,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",174,-22.637,-0.1301,-5.685,-4.454,-3.673,1.314,-12.499,72,-0.17359,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",95,-9.658,-0.10167,-0.422,-1.369,1.43,0.532,0.171,46,0.00372,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitatr_1.5_1.5_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",149,-12.895,-0.08654,-1.681,0.795,0.324,-2.685,-3.247,62,-0.05237,0,51.0,-3.393,6.023,1,
AUDUSD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback126_q0.05,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",71,-5.324,-0.07499,-0.474,-0.831,1.134,0.536,0.365,34,0.01075,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback126_q0.1,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",97,-6.895,-0.07108,-1.217,-1.472,-0.88,1.449,-2.121,43,-0.04932,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback252_q0.05,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",58,-2.246,-0.03872,0.532,0.525,1.125,-1.747,0.435,29,0.01499,0,,,,,
AUDUSD,C_ext,ext,long,directionlong_exitatr_2_3_familyext_lookback252_q0.1,"{'direction': 'long', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",81,-10.478,-0.12936,-1.888,0.559,-0.519,-1.477,-3.324,37,-0.08984,0,,,,,
AUDUSD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",153,1.208,0.00789,-1.616,-0.026,-0.018,-0.288,-1.948,47,-0.04144,0,,,,,
AUDUSD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",184,-10.127,-0.05504,-3.148,-4.071,-1.116,1.323,-7.012,75,-0.09349,0,,,,,
AUDUSD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback252_q0.05,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",120,-1.357,-0.01131,-1.555,0.847,0.673,-0.173,-0.208,44,-0.00473,0,,,,,
AUDUSD,C_ext,ext,short,directionshort_exitsym3_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'sym3', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",176,-9.018,-0.05124,-0.627,-5.284,-0.747,0.02,-6.639,88,-0.07544,0,9.0,-2.05,2.965,1,
AUDUSD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",124,-1.798,-0.0145,-0.697,-0.538,-0.315,1.638,0.088,46,0.00192,0,,,,,
AUDUSD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",179,-16.276,-0.09093,-3.846,-6.774,1.453,5.291,-3.877,75,-0.05169,0,50.5,-3.901,7.592,1,
AUDUSD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback252_q0.05,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",100,-3.25,-0.0325,-2.568,-2.623,1.662,2.675,-0.853,43,-0.01985,0,,,,,
AUDUSD,C_ext,ext,short,directionshort_exitatr_1.5_1.5_familyext_lookback252_q0.1,"{'direction': 'short', 'exit': 'atr_1.5_1.5', 'family': 'ext', 'lookback': 252, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",153,-13.719,-0.08966,1.112,-9.937,-0.521,4.406,-4.94,76,-0.06499,0,46.5,-4.418,7.567,1,
AUDUSD,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback126_q0.05,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.05, 'range_filter': False, 'trigger': 'sig'}",70,0.364,0.0052,-0.689,-2.142,1.575,0.54,-0.715,25,-0.02862,0,,,,,
AUDUSD,C_ext,ext,short,directionshort_exitatr_2_3_familyext_lookback126_q0.1,"{'direction': 'short', 'exit': 'atr_2_3', 'family': 'ext', 'lookback': 126, 'n_down': 5, 'q': 0.1, 'range_filter': False, 'trigger': 'sig'}",86,-5.734,-0.06668,-1.577,-3.509,1.213,5.409,1.535,36,0.04264,0,,,,,
